Precinct,Location,Address
590,Bear Branch Community Center,"3215 Cedar Knolls Drive, at Sandy Lane, Kingwood, 77339-2405"
591,Westfield Volunteer Fire Station 2,"11255 Bentley Street, at Wardmont Street, Houston, 77093-2752"
592,Kaiser Elementary School,"13430 Bammel North Houston Road, at South Trace Drive,Houston, 77066-2924"
593,Regina Caeli Parish,"8121 Breen Drive, off of Breen Drive, Houston, 77040"
594,Eisenhower Senior High School,"7922 Antoine Drive, at Green Falls Drive, Houston, 77088-4398"
595,Life City Church Houston,"1300 West Mount Houston Road, near Veterans MemorialDrive, Houston, 77038"
596,Mildred Jenkins Elementary School,"4615 Reynaldo Drive, at Banquo Drive, Spring, 77373-6821"
597,Iglesia Trinidad Church,"11602 Bobcat Road, at FM 1960 Road West, Houston,77064-3100"
598,Lancaster Community Association,"19831 Stoney Haven Drive, at Parkland Manor Drive,Cypress, 77433"
599,Humble Elementary School,"20252 Fieldtree Drive, at Upwood Drive, Humble, 77338-2398"
600,Rees Elementary School,"16305 Kensley Drive, at Westheimer Place, Houston,77082-2847"
601,Doerre Intermediate School,"18218 Theiss Mail Route Road, at Champion Forest Drive,Spring, 77379-6239"
602,Hamilton Middle School,"12330 Kluge Road, at Grant Road, Cypress, 77429-2452"
603,Williamsburg Colony Clubhouse Downstairs,"2315 John Crump Lane, at Capitol Landing Lane, Katy,77449-1590"
604,Indian Shores Community Center,"20700 Block of Appaloosa Trail, near Whitefeather Trail,Crosby, 77532-3255"
605,B H Hamblen Elementary School,"1019 Dell Dale Street, at Ferness Lane, Channelview,77530-2409"
606,Key Middle School,"4000 Kelley Street, at Hirsch Road, Houston, 77026-1534"
607,Saint Philip Neri Catholic Church,"10960 Martin Luther King Boulevard, at Cedarburg Drive,Houston, 77048-1896"
608,Pep Mueller County Park Clubhouse,"14750 Henry Road, at Pear Street, Houston, 77060-5625"
609,Carriage Lane Clubhouse,"8303 West Road, near Little River Road, Houston, 77064"
610,Hollibrook Elementary School,"3602 Hollister Street, at Sonneville Drive, Houston, 77080-1899"
611,Shadydale Elementary School,"5905 Tidwell Road, at Allwood Street, Houston, 77016-4745"
612,Creekwood Middle School,"3603 West Lake Houston Parkway, at Sandy Forks Drive,Kingwood, 77339-5216"
613,Conley Elementary School,"3345 West Greens Road, at Drucker Drive, Houston, 77066-4920"
614,Beneke Elementary School,"3840 Briarchase Drive, at Manor Street, Houston, 77014-2755"
615,Wells Middle School Auxiliary Gym,"4033 Gladeridge Drive, at Gladebrook Street, Houston,77068-2399"
616,Langham Creek YMCA,"16725 Longenbaugh Drive, at Queenston Boulevard,Houston, 77095"
617,Jowell Elementary School,"6355 Greenhouse Road, at Rebel Yell Drive, Katy, 77449-4382"
618,Morton Ranch High School,"21000 Franz Road, at North Westgreens Boulevard, Katy,77449-5729"
619,HCPL Maud Smith Marks Branch Library,"1815 Westgreen Boulevard, at Highland Knolls Street, Katy,77450-5370"
620,Hastings Senior High School,"4410 Cook Road, enter on High Star Drive, Houston, 77072-1105"
621,Katherine Tyra Branch Library,"16719 Clay Road, at Kinloch Drive, Houston, 77084"
622,Bear Creek Elementary School,"4815 Hickory Downs Drive, near Rippling Water Drive,Houston, 77084"
623,Champion Forest Baptist Church MultiPurpose Building,"4840 Strack Road, at Latson Street, Houston, 77069"
624,Woodie Coker Andre Elementary School,"8111 Fry Road, at Longenbaugh Road, Cypress, 77433"
625,Covenant Presbyterian Church in America,"2402 Gray Falls Drive, at Overbrook Lane, Houston, 77077-6516"
626,Christ the Servant Lutheran Church,"2400 Wilcrest Drive, at Ella Lee Lane, Houston, 77042-2736"
627,Douglas Smith Elementary School,"11300 Stancliff Road, at Leawood Blvd, Houston, 77099-4298"
628,Willie B Ermel Elementary School,"7103 Woodsman Trail, at Rosslyn Street, Houston, 77040-1839"
629,Richard and Kitty Spence Elementary School,"1300 Gears Road, at Greensmark Drive, Houston, 77067-4204"
630,Tom Bass Park Community Center Section Three,"15108 Cullen Boulevard, at Kilnar Street, Houston, 77047-6714"
631,HCPL Barbara Bush Branch,"6817 Cypresswood Drive, at Castletown Park Drive, Spring,77379-7705"
632,Judson Robinson Junior Community Center,"2020 Hermann Drive, at Almeda Street, Houston, 77004-7322"
633,Haude Elementary School,"3111 Louetta Road, at Haude Road, Spring, 77388-4610"
634,Twin Creeks Middle School,"27100 Cypresswood Drive, at Bradbury Forest Drive,Spring, 77373-6300"
635,Kingwood Park High School Performing Arts Center,"4015 Woodland Hills Drive, at Chanay Lane, Kingwood,77339-0904"
636,Cypress Point Baptist Church,"21 Blue Lake Drive, at Huffman New Caney Road, Huffman,77336"
637,William Booth Garden Apartments,"808 Frawley Street, at Irvington Street, Houston, 77009-3353"
638,Foerster Elementary School,"14200 Fonmeadow Drive, at Haviland Street, Houston,77035-5218"
639,Katy City Hall,"901 Avenue C, at 2nd Street, Katy, 77493-2403"
640,Cypress Fairbanks Exhibit Center,"11206 Telge Road, at Arnold Junior High Road, Cypress,77429-3398"
641,Thomas M Danish Elementary School,"11850 Fallbrook Drive, at Village Trail Drive, Houston,77065-3508"
642,Chimney Hill Community Center,"13720 Smokey Trail Drive, at Jackrabbit Road, Houston,77041-1619"
643,Tipps Elementary School,"5611 Queenston Boulevard, at Brookhollow Court Drive,Houston, 77084-6431"
644,Memorial Parkway Junior High School,"21203 Highland Knolls Drive, at Westgreen Boulevard, Katy,77450-5399"
645,Ray Daily Elementary School,"12909 Briar Forest Drive, near Enclave Parkway, Houston,77077"
646,Albright Middle School,"6315 Winkleman Road, at Alief Clodine Road, Houston,77083-1339"
647,Mahanay Elementary School,"13215 High Star Drive, at Synott Street, Houston, 77083-1905"
648,Theiss Elementary School,"17510 Theiss Mail Route Road, at Hidden Trail, Klein,77379-4615"
649,Iglesia Episcopal Church,"9600 Huntington Place Drive, at Pine Knoll Drive, Houston,77099-2316"
650,Deerfield Village Recreation Center,"4045 Deerfield Village Drive, at Heathersage Drive,Houston, 77084"
651,Holmsley Elementary School,"7315 Hudson Oaks Drive, at Silver Sky, Houston, 77095-1149"
652,Welch Middle School,"11544 South Gessner Road, at Magee Lane, Houston,77071-2210"
653,El Franco Lee Community Center,"9500 Hall Road, at Kingspoint Road, Houston, 77089-1042"
654,El Franco Lee Community Center,"9500 Hall Road, at Kingspoint Road, Houston, 77089-1042"
655,P H Greene Elementary School,"2903 Friendswood Link Road, near Fife Lane, Webster,77598-3015"
656,Greater True Light Baptist Church,"6828 Annunciation Street, at Suburban Drive, Houston,77016-2115"
657,Nimitz High School,"2005 W W Thorne Boulevard, at Hardy Street, Houston,77073-3301"
658,Oaks Elementary School,"5858 Upper Lake Drive, at Pal Briar Lane, Humble, 77346-1966"
659,Lake Houston Church of Christ,"8003 Farmingham Road, at FM 1960 East, Humble, 77346-2249"
660,Thompson Elementary School,"12470 Walters Road, near Wellington Parkway, Houston,77014-2422"
661,First Metropolitan Church,"8870 West Sam Houston Parkway North, near West Road,Houston, 77040"
662,Fairmont Elementary School,"4315 Heathfield Drive, at Coldstream Street, Pasadena,77505-4242"
663,Waltrip High School,"1900 West 34th Street, at Ella Boulevard, Houston, 77018-6186"
664,Oleson Elementary School,"12345 Vickery Street, at Aldine Mail Road, Houston, 77039-3699"
665,Heritage Elementary School,"4301 East Boulevard, at Aaron Street, Deer Park, 77536-5646"
666,River Pines Elementary School,"2400 Cold River Drive, at Delicado Street, Humble, 77396-4290"
667,Lowery Elementary School,"15950 Ridge Park Drive, at Club Lake Street, Houston,77095-2612"
668,Charterwood MUD Administration Activity Building,"16444 Cutten Road, at Magnolia Ridge Drive, Houston,77070"
669,Saint Timothy Lutheran Church,"14225 Hargrave Road, near Cutten Road, Houston, 77070"
670,Deerwood Elementary School,"2920 Forest Garden Drive, at Highland Forest, Kingwood,77345-1409"
671,Cypress Fairbanks Funeral Home,"9926 Jones Road, at Trailridge Drive, Houston, 77064"
672,Klein Oak High School,"22603 Northcrest Drive, at Klein Oak Lane, Spring, 77389-4451"
673,Deer Park Community Center,"610 East San Augustine Street, at Canterbury Court, DeerPark, 77536"
674,Oak Forest Elementary School,"6400 Kingwood Glen Drive, at Kings Parkway, Humble,77346-2039"
675,Crockett Elementary School,"2112 Crockett Street, at Hemphill Street, Houston, 77007-3923"
676,True Grace Bible Church,"17370 West Little York Road, at North Falk Drive, Houston,77084-6301"
677,El Mesias United Methodist Church,"406 East Rittenhouse Street, at Werner Street, Houston,77076"
678,Clark Primary School,"12625 River Laurel Drive, at Rushworth Drive, Houston,77014-3642"
679,Harvey Turner Elementary School,"4333 Lily Street, at Fairmont Parkway, Pasadena, 77505-3735"
680,H O A P V Community Building,"1810 Bluebonnet Place Circle, at Valentine Way Drive,Houston, 77019-2999"
681,Trinity Lutheran Church Downtown,"800 Houston Avenue, at Washington Avenue, Houston"
682,Rizzuto Elementary School,"3201 Farrington Street, at Catlett Street, La Porte, 77571"
683,American Legion Post No 586,"708 East Parker Road, at Guse Street, Houston, 77076-3413"
684,Ulrich Intermediate School,"10103 Spring Cypress Road, at Cutten Road, Houston,77070-6417"
685,Elrod Elementary School,"6230 Dumfries Drive, At Bob White Drive, Houston, 77096-4603"
686,Waldo Emerson Elementary School,"9533 Skyline Drive, at Tanglewilde Street, Houston, 77063-5215"
687,First Metropolitan Church,"8870 West Sam Houston Parkway North, near West Road,Houston, 77040"
688,Saint John Lutheran Church Worship Center,"15235 Spring Cypress Road, at Huffmeister Road, Cypress,77429"
689,Korean Christian Church of Houston,"10410 Clay Road Enter Shadowdale side, at ShadowdaleStreet, Houston, 77041-8752"
690,Londonderry Clubhouse,"8331 London Way Drive, at Kuykendahl Road, Spring,77389-3363"
691,Royce Black Elementary School,"14155 Grant Road, at Pawnee Bend Drive, Cypress, 77429-1398"
692,Captain Inn and Suites Seabrook Kemah,"2901 Nasa Parkway, at Elam Street, Seabrook, 77586-3216"
693,Braeswood Assembly of God,"10611 Fondren Road, at Creekbend Drive, Houston, 77096-5497"
694,Prairie View A and M University,"9449 Grant Road, off of Tomball Parkway, Houston, 77070"
695,Kingsdale Recreation Center,"2218 Kingsdale Street, at Wakeshire Boulevard, Deer Park,77536-5828"
696,Golden Acres Elementary School,"5232 Sycamore Avenue, at Pansy Street, Pasadena, 77503-3950"
697,Shotwell Middle School,"6515 Trail Valley Way, at Antoine Drive, Houston, 77086-2024"
698,Conley Elementary School,"3345 West Greens Road, at Drucker Drive, Houston, 77066-4920"
699,Hope Christian Reformed Church,"770 Pineloch Drive, at Village Evergreen Trail, Houston,77062-2548"
700,Huffman ISD Administration Building,"24302 FM 2100, near 3rd Street, Huffman, 77336"
701,Korean Christian Church of Houston,"10410 Clay Road Enter Shadowdale side, at ShadowdaleStreet, Houston, 77041-8752"
702,Berry Elementary School,"2310 Berry Road, at Schneider Street, Houston, 77093-7418"
703,Taylor Lake Village Municipal Facility,"500 Kirby Boulevard, at Shady Springs Drive, Taylor LakeVillage , 77586-5298"
704,Best Western Deer Park Inn and Suites,"1401 Center Street, at 13th Street, Deer Park, 77536-3503"
705,New Francis Elementary School,"6525 Greens Road, off Old Humble Road, Humble, 77396"
706,Budewig Intermediate School,"12570 Richmond Avenue, at Oxford Place Drive, Houston,77082-2486"
707,Trini Mendenhall Community Center,"1414 Wirt Road, at Shadyvilla Lane, Houston, 77055-4917"
708,Sunset United Methodist Church,"709 Allendale Road, at Lillian Street, Pasadena, 77502-3501"
709,West Houston Church of Christ,"17100 West Road, at Queenston Boulevard, Houston,77095"
710,Hampton Inn and Suites,"5820 Katy Freeway, at Washington Avenue, Houston,77007"
711,Westside High School,"14201 Briar Forest Drive, at Highway 6, Houston, 77077-1806"
712,Sandra Bales Walker Elementary School,"6424 Settlers Village Drive, at Liberty Valley Drive, Katy,77449-6503"
713,Homewood Suites by Hilton CyFair,"13110 Wortham Center Drive, at US 290, Houston, 77065-5610"
714,Hardy Street Senior Citizens Center,"11901 West Hardy Road, at Canino Road, Houston, 77076-1220"
715,North Pointe Elementary School,"3200 Almond Creek Drive, between Senic Glade Drive andGolden Field Drive, Houston, 77059"
716,Jennie Reid Elementary School,"10001 West Fairmont Parkway, at Underwood Street,LaPorte, 77571-2904"
717,Lewis Elementary School,"3230 Spears Road, at Veterans Memorial Drive, Houston,77067-5214"
718,North Pointe Elementary School,"3200 Almond Creek Drive, at Scenic Glade Drive, Houston,77059-2812"
719,Cobb Elementary School,"915 Dell Dale Street, at Woodforest Boulevard,Channelview, 77530-2401"
720,Williamsburg Settlement Clubhouse,"1602 Hoyt Lane, at Prince George, Katy, 77449"
721,Brookwood Elementary School,"16850 Middlebrook Drive, at Walnut Pond, Houston, 77059-4700"
722,Mount Moriah Missionary Baptist Church,"15500 Vandalia Way, at Glenridge, Houston, 77053-2128"
723,Eiland Elementary School,"6700 North Klein Circle Drive, at Houston Rosslyn Road,Houston, 77088-1500"
724,Brookwood Elementary School,"16850 Middlebrook Drive, at Walnut Pond, Houston, 77059-4700"
725,North Shore Middle School,"120 Castlegory Road, at Wallisville Road, Houston, 77015-1669"
726,Salem Lutheran Church Fellowship Hall,"22601 Lutheran Church Road, at FM 2920, Tomball, 77377-3716"
727,Shadowbriar Elementary School,"2650 Shadowbriar Drive, at Westheimer Road, Houston,77077-6000"
728,Clear Lake City Church of Christ,"938 El Dorado Boulevard, at Sea Lark Road, Houston,77062-4020"
729,Nimitz High School,"2005 W W Thorne Boulevard, at Hardy Street, Houston,77073-3301"
730,The Forum at Memorial Woods Multi Purpose Room,"777 North Post Oak Road, near Memorial Woods Drive,Houston, 77024-3800"
731,Harris County Annex 57,"19818 Franz Road Enter East side of Bldg, at Old Fry Road,Katy, 77449-3419"
732,Clear Lake City Church of Christ,"938 El Dorado Boulevard, at Sea Lark Road, Houston,77062-4020"
733,New Beulah E Johnson Elementary School,"13901 Homestead Road, near Old Humble Road, Houston,77039"
734,Juergens Hall Community Center,"26026 Hempstead Highway, near Spring Cypress Road,Cypress, 77429-7321"
735,Zwink Elementary School,"22200 Frassati Way Drive, at Spring Stuebner Road, Spring,77389-1417"
736,John Marshall Middle School,"1115 Noble Street, near Marion Street, Houston, 77009-8437"
737,Aldine Middle School,"14908 Aldine Westfield Road, at Aldine Bender Road,Houston, 77032-3097"
738,Holiday Inn Houston Intercontinental,"15222 John F Kennedy Boulevard, at North Sam HoustonEast Parkway, Houston, 77032-2306"
739,Coady Baptist Church,"5606 Wade Road, at Cedar Bayou Lynchburg Road,Baytown, 77521-9744"
740,Church on the Rock,"7123 Decker Drive, at Mable Street, Baytown, 77520-1127"
741,Galena Park ISD Administration Building,"14705 Woodforest Boulevard, at East Sam HoustonParkway North, Houston, 77015-3231"
742,Heritage Park Baptist Church,"2732 FM 528 Road, at Plymouth Colony Drive, Webster,77598-4502"
743,New Beulah E Johnson Elementary School,"13901 Homestead Road, near Old Humble Road, Houston,77039"
744,Clear Lake Intermediate School,"15545 El Camino Real, at El Dorado Boulevard, Houston,77062-5794"
745,Clear Lake City Recreation Center Pavilion,"16511 Diana Lane, at Ramada Drive, Houston, 77062-5796"
746,City of Houston Fire Station 72,"17401 Saturn Lane, at 2nd Street, Houston, 77058-2298"
747,Dueitt Middle School,"1 Eagle Crossing, at Treaschwig Road, Spring, 77373-7535"
748,Space Center Intermediate School,"17400 Saturn Lane, at Hercules Street, Houston, 77058-4400"
749,Daniel Ortiz Middle School,"6767 Telephone Road, at Dillon Street, Houston, 77061-2056"
750,Webster Civic Center,"311 Pennsylvania Avenue, at South Austin Street, Webster,77598-5230"
751,West Memorial Junior School,"22311 Provincial Boulevard, at Promenade Drive, Katy,77450-1621"
752,Carol Teague Elementary School,"4200 Crenshaw Road, at Burke Road, Pasadena, 77504-3614"
753,Twin Creeks Middle School,"27100 Cypresswood Drive, at Bradbury Forest Drive,Spring, 77373-6300"
754,Bethels Place Community Empowerment Center,"12660 Sandpiper Drive, at Fonmeadow Street, Houston,77035-5382"
755,Genoa Staff Development Center,"12900 Almeda Genoa Road, at Palmhill Street, Houston,77034-4636"
756,AW Jones EC PK Center,"8003 Forest Point Drive, at Cottonglade Lane, Humble,77338-1894"
757,Spring ISD Child Nutrition and Training Center,"15330 Kuykendahl Road, near Cypress Landing Drive,Houston, 77014-1308"
758,Shadow Forest Elementary School,"2300 Mills Branch Drive, at Autumn Sage Drive, Kingwood,77345-2100"
759,Willbern Elementary School,"10811 Goodspring Drive, at Legacy Park Drive, Houston,77064-9419"
760,Willow Creek Elementary School in Humble ISD,"2002 Willow Terrace Drive, at Hidden Lakes Drive, Humble,77345-1785"
761,Trini Mendenhall Community Center,"1414 Wirt Road, at Shadyvilla Lane, Houston, 77055-4917"
762,South Belt Elementary School,"1801 Riverstone Ranch Road, at Riverstone Falls Drive,Houston, 77089-5724"
763,Freeway Manor Baptist Church,"2300 Rodney Street, at Sulphur Street, Houston, 77034-1149"
764,Timbers Elementary School,"6910 Lonesome Woods Trail, at Timber Drive, Humble,77346-5016"
765,Heflin Elementary School,"3303 Synott Road, at Westpark Drive, Houston, 77082-4926"
766,Golfcrest Elementary School,"7414 Fairway Drive, at Joplin Street, Houston, 77087-3623"
767,New Francis Elementary School,"6525 Greens Road, off Old Humble Road, Humble, 77396"
768,Fairwood Recreation Center and Pool,"14701 Spring Cypress Road, near Cypress View Drive,Cypress, 77429"
769,Jacinto City Town Center Community Center,"1025 Oates Road, at Challenger 7, Jacinto City, 77029-2037"
770,Pearl Hall Elementary School,"1504 9th Street, at Avenue North, South Houston, 77587-5000"
771,Iglesia Bautista Redencion,"16155 Aspenglenn Drive, at Highway 6, Houston, 77084-3545"
772,James E Taylor High School,"20700 Kingsland Boulevard, at Dominion Drive, Katy,77450-2705"
773,Liestman Elementary School,"7610 Synott Road, at Beechnut Street, Houston, 77083-5199"
774,El Franco Lee Community Center,"9500 Hall Road, at Kingspoint Road, Houston, 77089-1042"
775,Berry Elementary School,"2310 Berry Road, at Schneider Street, Houston, 77093-7418"
776,Lake Houston Church of the Nazarene,"5616 FM 1960 Road East, at Droitwich Drive, Humble,77346-2737"
777,Williams Elementary School,"1522 Scarborough Lane, at Northwood Street, Pasadena,77502-1674"
778,Herrera Elementary School,"525 Bennington Street, at Helmers Street, Houston, 77022-4911"
779,Hardy Street Senior Citizens Center,"11901 West Hardy Road, at Canino Road, Houston, 77076-1220"
780,Little York Volunteer Fire Station 81,"10410 Airline Drive, at Holtman Street, Houston, 77037-1304"
781,Martin Elementary School,"11718 Hendon Lane, at Belle Park, Houston, 77072"
782,Westbrook Intermediate School,"302 West El Dorado Boulevard, at Glenwest Drive,Friendswood, 77546-1724"
783,Nimitz High School,"2005 W W Thorne Boulevard, at Hardy Street, Houston,77073-3301"
784,Northeast MultiService Center,"9720 Spaulding Street, at Tidwell Road, Houston, 77016"
785,Paetow High School,"23111 Stockdick School Road, at Peek Road, Katy, 77449"
786,Gardens Elementary School,"1107 Harris Avenue, at Williams Street, Pasadena, 77506"
787,Armandina Farias Early Childhood Center,"515 Rittenhouse Street, at Nordling Road, Houston, 77076"
788,Charterwood MUD Administration Activity Building,"16444 Cutten Road, at Magnolia Ridge Drive, Houston,77070"
789,Bernice R Fiest Elementary School,"8425 Pine Falls Drive, at Sunny Ridge Street, Houston,77095"
790,Richard and Meg Weekley Community Center,"8440 Greenhouse Road, near Longenbaugh Drive, Cypress,77433-5135"
791,Glenbrook United Methodist Church,"8635 Glen Valley Drive, at Wilmerdean Street, Houston,77061-2339"
792,1st Baptist Church North Houston,"4422 Lauder Road, at John F Kennedy Boulevard, Houston,77039-3599"
793,Cleveland Ripley Neighborhood Center,"720 Fairmont Parkway, near Allen Genoa Road, Pasadena,77504"
794,Harvest Time Church Community Center,"17770 Imperial Valley Drive, at Harvest Time Lane,Houston, 77060-6100"
795,American Legion Post No 586,"708 East Parker Road, at Guse Street, Houston, 77076-3413"
796,Harris County Mud 71 Administration Building,"21437 Clay Road, at Mason Road, Katy, 77449"
797,Knights of Columbus Hall Council 5077,"5309 Oates Road, at Oak Brook Drive, Houston, 77013-2850"
798,Garden Villa Park Community Center,"6720 South Haywood Drive, at Ashburn Street, Houston,77061-1514"
799,Park Lakes Elementary School,"4400 Wilson Road, at Canyon Village Trace, Humble,77396-2497"
800,Bernice R Fiest Elementary School,"8425 Pine Falls Drive, at Sunny Ridge Street, Houston,77095-4618"
801,James DeAnda Elementary School,"7980 Almeda Genoa Road, at Ballantine Street, Houston,77075-2006"
802,Montrose Branch Houston Public Library,"4100 Montrose Boulevard, at Colquitt Street, Houston,77006-4938"
803,Copeland Elementary School,"18018 Forest Heights Drive, at Barker Cypress Road,Houston, 77095-4441"
804,Mayde Creek High School,"19202 Groeschke Road, at Dulaney Road, Houston, 77084-5600"
805,Hamilton Middle School,"12330 Kluge Road, at Grant Road, Cypress, 77429-2452"
806,Cypress Crossing Christian Center,"15751 Cypress Rosehill Road, at Huffmeister, Cypress,77429-7812"
807,Waldo Emerson Elementary School,"9533 Skyline Drive, at Tanglewilde Street, Houston, 77063-5215"
808,Randalls Midtown,"2225 Louisiana Street, at Hadley Street, Houston, 77002-8625"
809,Quality Inn and Suites Hwy 290 Brookhollow,"12439 Northwest Freeway, near Bingle Road, Houston,77092"
810,Denver Harbor Park Community Center,"6402 Market Street, at Rouse Street, Houston, 77020-6840"
811,Scroggins Elementary School,"400 Boyles Street, at Laredo Street, Houston, 77020-5242"
812,Scroggins Elementary School,"400 Boyles Street, at Laredo Street, Houston, 77020-5242"
813,T H McDonald Junior High School,"3635 Lakes of Bridgewater Drive, at Brushford Drive, Katy,77449-3865"
814,Holmquist Elementary School,"15040 Westpark Drive, at Addicks Clodine Road, Houston,77082-3900"
815,Garden Villa Park Community Center,"6720 South Haywood Drive, at Ashburn Street, Houston,77061-1514"
816,Knights of Columbus Hall Council 5077,"5309 Oates Road, at Oak Brook Drive, Houston, 77013-2850"
817,A Robison Elementary School,"17100 Robison Road, at Skinner Road, Cypress, 77429"
818,Knights of Columbus Hall Council 5077,"5309 Oates Road, at Oak Brook Drive, Houston, 77013-2850"
819,Faith American Lutheran Church,"4600 Bellaire Boulevard, at White Drive, Bellaire, 77401-4296"
820,Garden Villa Park Community Center,"6720 South Haywood Drive, at Ashburn Street, Houston,77061-1514"
821,Northshore Friends Church,"1013 Maxey Road, at East Freeway, Houston, 77015-4809"
822,Edgewood Park Community Center,"5803 Bellfort Street, at Southbank Street, Houston, 77033-2143"
823,Bleyl Middle School,"10800 Mills Road, at Copeland, Houston, 77070"
824,Green Valley Elementary School,"13350 Woodforest Boulevard, at Claire Lane, Houston,77015-2825"
825,Beneke Elementary School,"3840 Briarchase Drive, at Manor Street, Houston, 77014-2755"
826,CenterPoint Energy Community Center,"7001 5th Street, at Laurel Street, Bellaire, 77401"
827,Felix L Baldree Building,"13828 Corpus Christi Street, at Freeport Street, Houston,77015-3912"
828,Hamilton Middle School,"12330 Kluge Road, at Grant Road, Cypress, 77429-2452"
829,Creekbend Gardens Apartments,"8106 Creekbend Drive, near Braescreek Drive, Houston,77071-1547"
830,Judson Robinson Junior Community Center,"2020 Hermann Drive, at Almeda Street, Houston, 77004-7322"
831,Felix L Baldree Building,"13828 Corpus Christi Street, at Freeport Street, Houston,77015-3912"
832,Faith Christian Center,"10118 Tidwell Road, near Brock Park Boulevard, Houston,77078-3702"
833,Ross Elementary School,"2819 Bay Street, at Eastex Freeway, Houston, 77026-3203"
834,New Francis Elementary School,"6525 Greens Road, off Old Humble Road, Humble, 77396"
835,Armandina Farias Early Childhood Center,"515 Rittenhouse Street, at Nordling Road, Houston, 77076"
836,John F Kennedy Elementary School,"400 Victoria Drive, at Werner Street, Houston, 77022-2422"
837,Judson Robinson Junior Community Center,"2020 Hermann Drive, at Almeda Street, Houston, 77004-7322"
838,Jacinto City Town Center Community Center,"1025 Oates Road, at Challenger 7, Jacinto City, 77029-2037"
839,Piney Point Elementary School,"8921 Pagewood Lane, at Fondren Road, Houston, 77063-5543"
840,The Light of the World Christian Fellowship,"16161 Old Humble Road, at Greens Road, Humble, 77396-3851"
841,Cypresswood Elementary School,"6901 Cypresswood Point Avenue, at Fox Trail, Humble,77338-1389"
842,Burnett Elementary School,"11825 Teaneck Drive, at Corning Street, Houston, 77089-6120"
843,El Franco Lee Community Center,"9500 Hall Road, at Kingspoint Road, Houston, 77089-1042"
844,John Marshall Middle School,"1115 Noble Street, near Marion Street, Houston, 77009-8437"
845,Heritage Park Baptist Church,"2732 FM 528 Road, at Plymouth Colony Drive, Webster,77598-4502"
846,Ross Elementary School,"2819 Bay Street, at Eastex Freeway, Houston, 77026-3203"
847,Park Lakes Elementary School,"4400 Wilson Road, at Canyon Village Trace, Humble,77396-2497"
848,Josie Ruth Smith Academy,"5815 West Little York Road, at Antoine Street, Houston,77091-1199"
849,James DeAnda Elementary School,"7980 Almeda Genoa Road, at Ballantine Street, Houston,77075-2006"
850,Courtyard by Marriott Houston Hobby,"9190 Gulf Freeway, at Tallyho Road, Houston, 77017-7009"
851,Dove Meadows HOA Clubhouse,"3310 Crossfell Road, near Meadow Hill Drive, Spring, 77388"
852,Ross Elementary School,"2819 Bay Street, at Eastex Freeway, Houston, 77026-3203"
853,Kuehnle Elementary School,"5510 Winding Ridge Drive, at T C Jester Boulevard, Spring,77379-8899"
854,Tuffly Park Recreation Center,"3200 Russell Street, at Lucille Street, Houston, 77026-4728"
855,Nitsch Elementary School,"4702 West Mount Houston Road, near W MontgomeryRoad, Houston, 77088-3053"
856,Settegast Park Community Center,"3000 Garrow Street, at Middleton Street, Houston, 77003-2326"
857,Clinton Park Community Center,"200 Mississippi Street, at Midway Street, Houston, 77029"
858,Greater New Testament Church,"7409 Calhoun Road, at Van Fleet Street, Houston, 77033"
859,Eiland Elementary School,"6700 North Klein Circle Drive, at Houston Rosslyn Road,Houston, 77088-1500"
860,Galena Park City Hall,"2000 Clinton Drive, at Center Street, Galena Park, 77547-2837"
861,Nitsch Elementary School,"4702 West Mount Houston Road, near W MontgomeryRoad, Houston, 77088-3053"
862,Birkes Elementary School,"8500 Queenston Boulevard, at West Road, Houston, 77095-4784"
863,Sunnyside Park Community Center,"3502 Bellfort Street, at Woodard Street, Houston, 77051-1402"
864,Thomas Gray Elementary School,"700 West Road, at Ella Boulevard, Houston, 77038-2506"
865,Julia C Hester House,"2020 Solo Street, at Rawley Street, Houston, 77020-4224"
866,Bruce Elementary School,"510 Jensen Drive, at Grayson Street, Houston, 77020-5834"
867,Dogan Elementary School,"4202 Liberty Road, near Altoona Street, Houston, 77009-8437"
868,McDougle Elementary School,"10410 Kansack Lane, at Seton Lake Drive, Houston, 77086"
869,Creekbend Gardens Apartments,"8106 Creekbend Drive, near Braescreek Drive, Houston,77071-1547"
870,Willie B Ermel Elementary School,"7103 Woodsman Trail, at Rosslyn Street, Houston, 77040-1839"
871,Houston Federation of Teachers,"2704 Sutherland Street, near Carrolton Street, Houston,77023-5399"
872,Alice Johnson Junior High School,"15500 Proctor Street, at Ashland Boulevard, Channelview,77530-2697"
873,Klenk Elementary School,"6111 Bourgeois Road, at W Richey Road, Houston, 77066-3903"
874,Strack Intermediate School,"18027 South Kuykendahl Road, at Elmbrook Drive, Spring,77379-8199"
875,Postma Elementary School,"18425 West Road, at Greenhouse Road, Cypress, 77433-2375"
876,Benignus Elementary School,"7225 Alvin A Klein Drive, at FM 2920 Road, Spring, 77379-6912"
877,M Robinson Elementary School,"4321 Westfield Village Drive, at Clay Road, Katy, 77449-4885"
878,Londonderry Clubhouse,"8331 London Way Drive, at Kuykendahl Road, Spring,77389-3363"
879,Mayde Creek Junior High School,"2700 Greenhouse Road, at Spanish Needle Drive, Houston,77084-4498"
880,Frank Elementary School,"9225 Crescent Clover Drive, at Champion Forest Drive,Spring, 77379-8590"
881,McFee Elementary School,"19315 Plantation Cove Lane, at Plantation Forest, Katy,77449-4842"
